occurrence_id,case_id,category,raw_literal,normalized_value,type,span_start,span_end,expected_label,v4_behavior,v5_behavior,v4_correct,v5_correct,same_value_sibling_count,type_differs_from_sibling,query_echo,evidence_contains_value,supported_alternative_present,change_type,safety_effect
C30.O2,C30,VERSION_QUERY_ECHO,8.1.2,8.1.2,VERSION,59,64,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,False,UNCHANGED_SAFE,SAFE
C31.O1,C31,REVERSED_ORDER,100,100,NUMBER,20,23,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C31.O2,C31,REVERSED_ORDER,100,100,NUMBER,29,32,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C32.O1,C32,REVERSED_ORDER_CROSS_TYPE,30 days,30,DURATION,21,28,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,True,UNCHANGED_SAFE,SAFE
C32.O2,C32,REVERSED_ORDER_CROSS_TYPE,30,30,NUMBER,34,36,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,True,MULTI_OCCURRENCE_FIXED,SAFE
C33.O1,C33,REVERSED_VERSION,8.1.2,8.1.2,VERSION,16,21,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C33.O2,C33,REVERSED_VERSION,8.1.2,8.1.2,VERSION,27,32,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C34.O1,C34,REVERSED_IDENTIFIER,204,204,NUMBER,20,23,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C34.O2,C34,REVERSED_IDENTIFIER,204,204,NUMBER,29,32,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C35.O1,C35,REVERSED_PERCENTAGE,10%,10,PERCENTAGE,18,21,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C35.O2,C35,REVERSED_PERCENTAGE,10%,10,PERCENTAGE,27,30,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C36.O1,C36,REVERSED_DATE,2025-01-01,2025-01-01,DATE,19,29,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C36.O2,C36,REVERSED_DATE,2025-01-01,2025-01-01,DATE,35,45,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C37.O1,C37,SKIP_SKIP,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C37.O2,C37,SKIP_SKIP,30,30,NUMBER,23,25,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C38.O1,C38,SKIP_SKIP,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C38.O2,C38,SKIP_SKIP,100,100,NUMBER,18,21,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C39.O1,C39,SKIP_SKIP_VERSION,8.1.2,8.1.2,VERSION,0,5,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C39.O2,C39,SKIP_SKIP_VERSION,8.1.2,8.1.2,VERSION,24,29,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C40.O1,C40,SKIP_SKIP_PERCENTAGE,10%,10,PERCENTAGE,0,3,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C40.O2,C40,SKIP_SKIP_PERCENTAGE,10%,10,PERCENTAGE,18,21,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C41.O1,C41,AMBIGUOUS_SIBLING,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C41.O2,C41,AMBIGUOUS_SIBLING,30 days,30,DURATION,45,52,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C42.O1,C42,AMBIGUOUS_SIBLING,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C42.O2,C42,AMBIGUOUS_SIBLING,100,100,NUMBER,18,21,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C43.O1,C43,AMBIGUOUS_VERSION_SIBLING,8.1.2,8.1.2,VERSION,0,5,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C43.O2,C43,AMBIGUOUS_VERSION_SIBLING,8.1.2,8.1.2,VERSION,20,25,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C44.O1,C44,AMBIGUOUS_PERCENTAGE_SIBLING,10%,10,PERCENTAGE,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C44.O2,C44,AMBIGUOUS_PERCENTAGE_SIBLING,10%,10,PERCENTAGE,39,42,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C48.O1,C48,C50_ANCHOR,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C48.O2,C48,C50_ANCHOR,30 days,30,DURATION,52,59,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C49.O1,C49,TYPE_MISMATCH,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C49.O2,C49,TYPE_MISMATCH,100 minutes,100,DURATION,43,54,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C50.O1,C50,MULTI_OCCURRENCE,30,30,NUMBER,20,22,VALIDATE,VALIDATE,VALIDATE,True,True,3,True,True,True,False,UNCHANGED_SAFE,SAFE
C50.O2,C50,MULTI_OCCURRENCE,30,30,NUMBER,28,30,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,3,True,True,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C50.O3,C50,MULTI_OCCURRENCE,30 days,30,DURATION,85,92,VALIDATE,VALIDATE,VALIDATE,True,True,3,True,True,True,False,UNCHANGED_SAFE,SAFE
C52.O1,C52,REGRESSION_COMPARISON,120,120,NUMBER,0,3,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C52.O3,C52,REGRESSION_COMPARISON,120,120,NUMBER,49,52,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C53.O1,C53,REGRESSION_QUOTE,30 days,30,DURATION,14,21,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C53.O2,C53,REGRESSION_QUOTE,30 days,30,DURATION,44,51,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C57.O1,C57,REGRESSION_SIGN,204,204,NUMBER,22,25,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C57.O2,C57,REGRESSION_SIGN,204,204,NUMBER,31,34,VALIDATE,VALIDATE,SKIP,True,False,2,False,False,True,False,UNSAFE_ASSERTION_SKIP,UNSAFE_OR_MISSED
C59.O1,C59,SECURITY_QUERY_ECHO,100,100,NUMBER,22,25,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C59.O2,C59,SECURITY_QUERY_ECHO,100,100,NUMBER,61,64,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C60.O1,C60,SECURITY_NEGATION,100,100,NUMBER,13,16,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C60.O2,C60,SECURITY_NEGATION,100,100,NUMBER,46,49,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
