case_id,category,critical_value_type,polarity_class,expected_class,expected_behavior,outcome,correct,pass,forced_abstain,reason_class,failure_codes,arm,details_json
C01,CORRECTIVE,DURATION,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days, not 30 days."", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}, {""end"": 47, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days, not 30 days."", ""start"": 40, ""unit"": ""day"", ""value"": ""30""}], ""baseline_duration_ms"": 0.035, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.121, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days, not 30 days."", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The documented validity is 90 days, not 30 days."", ""per_support"": [{""matching_local_context"": [""The documented validity is 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 47, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days, not 30 days."", ""start"": 40, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The documented validity is 90 days, not 30 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 34, ""kind"": ""DURATION"", ""local_context"": ""The documented validity is 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 27, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C02,CORRECTIVE,NUMBER,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 15, ""kind"": ""NUMBER"", ""local_context"": ""The rate is 120 requests per minute rather than 100."", ""start"": 12, ""unit"": null, ""value"": ""120""}, {""end"": 51, ""kind"": ""NUMBER"", ""local_context"": ""The rate is 120 requests per minute rather than 100."", ""start"": 48, ""unit"": null, ""value"": ""100""}], ""baseline_duration_ms"": 0.042, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.137, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 15, ""kind"": ""NUMBER"", ""local_context"": ""The rate is 120 requests per minute rather than 100."", ""start"": 12, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""The rate is 120 requests per minute rather than 100."", ""per_support"": [{""matching_local_context"": [""The rate is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 15, ""kind"": ""NUMBER"", ""local_context"": ""The rate is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 12, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 51, ""kind"": ""NUMBER"", ""local_context"": ""The rate is 120 requests per minute rather than 100."", ""start"": 48, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""The rate is 120 requests per minute rather than 100."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 15, ""kind"": ""NUMBER"", ""local_context"": ""The rate is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 12, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C03,CORRECTIVE,NUMBER,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 3, ""kind"": ""NUMBER"", ""local_context"": ""500 requests per minute is incorrect; the limit is 120 requests per"", ""start"": 0, ""unit"": null, ""value"": ""500""}, {""end"": 54, ""kind"": ""NUMBER"", ""local_context"": ""500 requests per minute is incorrect; the limit is 120 requests per minute."", ""start"": 51, ""unit"": null, ""value"": ""120""}], ""baseline_duration_ms"": 0.044, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.162, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 3, ""kind"": ""NUMBER"", ""local_context"": ""500 requests per minute is incorrect; the limit is 120 requests per"", ""start"": 0, ""unit"": null, ""value"": ""500""}, ""answer_local_context"": ""500 requests per minute is incorrect; the limit is 120 requests per"", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 54, ""kind"": ""NUMBER"", ""local_context"": ""500 requests per minute is incorrect; the limit is 120 requests per minute."", ""start"": 51, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""500 requests per minute is incorrect; the limit is 120 requests per minute."", ""per_support"": [{""matching_local_context"": [""The limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 16, ""kind"": ""NUMBER"", ""local_context"": ""The limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 13, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C04,CORRECTIVE,DURATION,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 61, ""kind"": ""DURATION"", ""local_context"": ""Your 30-day figure is incorrect; tokens are valid for 90 days."", ""start"": 54, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.028, ""critical_value_count"": 1, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.09, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 61, ""kind"": ""DURATION"", ""local_context"": ""Your 30-day figure is incorrect; tokens are valid for 90 days."", ""start"": 54, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""Your 30-day figure is incorrect; tokens are valid for 90 days."", ""per_support"": [{""matching_local_context"": [""Tokens are valid for 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 28, ""kind"": ""DURATION"", ""local_context"": ""Tokens are valid for 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 21, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C05,CORRECTIVE,DURATION,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 20, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the documentation states 90 days."", ""start"": 13, ""unit"": ""day"", ""value"": ""30""}, {""end"": 68, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the documentation states 90 days."", ""start"": 61, ""unit"": ""day"", ""value"": ""90""}], ""baseline_duration_ms"": 0.035, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.132, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 20, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the documentation states 90 days."", ""start"": 13, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The premise '30 days' is incorrect; the documentation states 90 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 32, ""kind"": ""DURATION"", ""local_context"": ""The documentation states 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 25, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 68, ""kind"": ""DURATION"", ""local_context"": ""The premise '30 days' is incorrect; the documentation states 90 days."", ""start"": 61, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The premise '30 days' is incorrect; the documentation states 90 days."", ""per_support"": [{""matching_local_context"": [""The documentation states 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 32, ""kind"": ""DURATION"", ""local_context"": ""The documentation states 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 25, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C06,CORRECTIVE,NUMBER,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 17, ""kind"": ""NUMBER"", ""local_context"": ""You mentioned 100, but the documented limit is 120 requests per minute."", ""start"": 14, ""unit"": null, ""value"": ""100""}, {""end"": 50, ""kind"": ""NUMBER"", ""local_context"": ""You mentioned 100, but the documented limit is 120 requests per minute."", ""start"": 47, ""unit"": null, ""value"": ""120""}], ""baseline_duration_ms"": 0.046, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.154, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 17, ""kind"": ""NUMBER"", ""local_context"": ""You mentioned 100, but the documented limit is 120 requests per minute."", ""start"": 14, ""unit"": null, ""value"": ""100""}, ""answer_local_context"": ""You mentioned 100, but the documented limit is 120 requests per minute."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 50, ""kind"": ""NUMBER"", ""local_context"": ""You mentioned 100, but the documented limit is 120 requests per minute."", ""start"": 47, ""unit"": null, ""value"": ""120""}, ""answer_local_context"": ""You mentioned 100, but the documented limit is 120 requests per minute."", ""per_support"": [{""matching_local_context"": [""The documented limit is 120 requests per minute.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""NUMBER"", ""local_context"": ""The documented limit is 120 requests per minute."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 24, ""unit"": null, ""value"": ""120""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C07,CORRECTIVE,PERCENTAGE,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 27, ""kind"": ""PERCENTAGE"", ""local_context"": ""The supported value is 100%, not 95%."", ""start"": 23, ""unit"": ""%"", ""value"": ""100""}, {""end"": 36, ""kind"": ""PERCENTAGE"", ""local_context"": ""The supported value is 100%, not 95%."", ""start"": 33, ""unit"": ""%"", ""value"": ""95""}], ""baseline_duration_ms"": 0.035, ""critical_value_count"": 2, ""critical_value_type"": ""PERCENTAGE"", ""duration_ms"": 0.117, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 27, ""kind"": ""PERCENTAGE"", ""local_context"": ""The supported value is 100%, not 95%."", ""start"": 23, ""unit"": ""%"", ""value"": ""100""}, ""answer_local_context"": ""The supported value is 100%, not 95%."", ""per_support"": [{""matching_local_context"": [""The supported value is 100%.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""PERCENTAGE"", ""local_context"": ""The supported value is 100%."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 23, ""unit"": ""%"", ""value"": ""100""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 36, ""kind"": ""PERCENTAGE"", ""local_context"": ""The supported value is 100%, not 95%."", ""start"": 33, ""unit"": ""%"", ""value"": ""95""}, ""answer_local_context"": ""The supported value is 100%, not 95%."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 27, ""kind"": ""PERCENTAGE"", ""local_context"": ""The supported value is 100%."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 23, ""unit"": ""%"", ""value"": ""100""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C08,CORRECTIVE,VERSION,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 6, ""kind"": ""VERSION"", ""local_context"": ""v8.1.3 is wrong; the supported release is v8.1.2."", ""start"": 0, ""unit"": null, ""value"": ""8.1.3""}, {""end"": 48, ""kind"": ""VERSION"", ""local_context"": ""v8.1.3 is wrong; the supported release is v8.1.2."", ""start"": 42, ""unit"": null, ""value"": ""8.1.2""}], ""baseline_duration_ms"": 0.037, ""critical_value_count"": 2, ""critical_value_type"": ""VERSION"", ""duration_ms"": 0.071, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 6, ""kind"": ""VERSION"", ""local_context"": ""v8.1.3 is wrong; the supported release is v8.1.2."", ""start"": 0, ""unit"": null, ""value"": ""8.1.3""}, ""answer_local_context"": ""v8.1.3 is wrong; the supported release is v8.1.2."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 31, ""kind"": ""VERSION"", ""local_context"": ""The supported release is v8.1.2."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 25, ""unit"": null, ""value"": ""8.1.2""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}, {""answer_critical_token"": {""end"": 48, ""kind"": ""VERSION"", ""local_context"": ""v8.1.3 is wrong; the supported release is v8.1.2."", ""start"": 42, ""unit"": null, ""value"": ""8.1.2""}, ""answer_local_context"": ""v8.1.3 is wrong; the supported release is v8.1.2."", ""per_support"": [{""matching_local_context"": [""The supported release is v8.1.2.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 31, ""kind"": ""VERSION"", ""local_context"": ""The supported release is v8.1.2."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 25, ""unit"": null, ""value"": ""8.1.2""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": true}"
C09,CORRECTIVE,DURATION,CORRECTIVE_REFERENCE,EQUIVALENT_PASS,PASS,REJECT,False,False,True,CRITICAL_VALUE_DIRECT_CONFLICT,"[""CRITICAL_VALUE_DIRECT_CONFLICT""]",V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 30, ""kind"": ""DURATION"", ""local_context"": ""The token is valid for 90 days rather than 30 days."", ""start"": 23, ""unit"": ""day"", ""value"": ""90""}, {""end"": 50, ""kind"": ""DURATION"", ""local_context"": ""The token is valid for 90 days rather than 30 days."", ""start"": 43, ""unit"": ""day"", ""value"": ""30""}], ""baseline_duration_ms"": 0.035, ""critical_value_count"": 2, ""critical_value_type"": ""DURATION"", ""duration_ms"": 0.124, ""failure_codes"": [""CRITICAL_VALUE_DIRECT_CONFLICT""], ""forced_abstain"": true, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": false, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""token_traces"": [{""answer_critical_token"": {""end"": 30, ""kind"": ""DURATION"", ""local_context"": ""The token is valid for 90 days rather than 30 days."", ""start"": 23, ""unit"": ""day"", ""value"": ""90""}, ""answer_local_context"": ""The token is valid for 90 days rather than 30 days."", ""per_support"": [{""matching_local_context"": [""The token is valid for 90 days.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 30, ""kind"": ""DURATION"", ""local_context"": ""The token is valid for 90 days."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 23, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 50, ""kind"": ""DURATION"", ""local_context"": ""The token is valid for 90 days rather than 30 days."", ""start"": 43, ""unit"": ""day"", ""value"": ""30""}, ""answer_local_context"": ""The token is valid for 90 days rather than 30 days."", ""per_support"": [{""matching_local_context"": [], ""relation"": ""DIRECT_CONFLICT"", ""support_critical_tokens"": [{""end"": 30, ""kind"": ""DURATION"", ""local_context"": ""The token is valid for 90 days."", ""relation"": ""DIRECT_CONFLICT"", ""start"": 23, ""unit"": ""day"", ""value"": ""90""}], ""support_index"": 0}], ""status"": ""DIRECT_CONFLICT""}], ""validator_outcome"": ""REJECT"", ""validator_reason_class"": ""CRITICAL_VALUE_DIRECT_CONFLICT"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
C10,CORRECTIVE,IDENTIFIER,REJECTED_PREMISE,EQUIVALENT_PASS,PASS,PASS,True,True,False,CRITICAL_VALUE_SUPPORTED,[],V3_REPRODUCTION,"{""answer_critical_tokens"": [{""end"": 15, ""kind"": ""NUMBER"", ""local_context"": ""SQLCODE is -204, not 204."", ""start"": 12, ""unit"": null, ""value"": ""204""}, {""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""SQLCODE is -204, not 204."", ""start"": 21, ""unit"": null, ""value"": ""204""}], ""baseline_duration_ms"": 0.035, ""critical_value_count"": 2, ""critical_value_type"": ""NUMBER"", ""duration_ms"": 0.06, ""failure_codes"": [], ""forced_abstain"": false, ""identifier_reject"": false, ""indeterminate"": false, ""locale_ambiguity"": false, ""pass"": true, ""shadow_disagreement"": null, ""shadow_enabled"": false, ""shadow_error"": false, ""shadow_error_class"": null, ""shadow_v3_duration_ms"": 0.0, ""shadow_v3_outcome"": null, ""shadow_v3_reason_class"": null, ""status"": ""CRITICAL_VALUE_SUPPORTED"", ""token_traces"": [{""answer_critical_token"": {""end"": 15, ""kind"": ""NUMBER"", ""local_context"": ""SQLCODE is -204, not 204."", ""start"": 12, ""unit"": null, ""value"": ""204""}, ""answer_local_context"": ""SQLCODE is -204, not 204."", ""per_support"": [{""matching_local_context"": [""The documented code is SQLCODE -204.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 35, ""kind"": ""NUMBER"", ""local_context"": ""The documented code is SQLCODE -204."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 32, ""unit"": null, ""value"": ""204""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}, {""answer_critical_token"": {""end"": 24, ""kind"": ""NUMBER"", ""local_context"": ""SQLCODE is -204, not 204."", ""start"": 21, ""unit"": null, ""value"": ""204""}, ""answer_local_context"": ""SQLCODE is -204, not 204."", ""per_support"": [{""matching_local_context"": [""The documented code is SQLCODE -204.""], ""relation"": ""DIRECT_SUPPORT"", ""support_critical_tokens"": [{""end"": 35, ""kind"": ""NUMBER"", ""local_context"": ""The documented code is SQLCODE -204."", ""relation"": ""DIRECT_SUPPORT"", ""start"": 32, ""unit"": null, ""value"": ""204""}], ""support_index"": 0}], ""status"": ""DIRECT_SUPPORT""}], ""validator_outcome"": ""PASS"", ""validator_reason_class"": ""CRITICAL_VALUE_SUPPORTED"", ""validator_version"": ""v3"", ""version_ambiguity"": false, ""version_specificity_reject"": false}"
