event_id,query_id,arm,answer_part_index,claim_text,critical_value,critical_value_type,support_ids,support_text_excerpt,validator_rule,validator_reason,validator_expected_literal,validator_observed_literal,normalization_applied,trace_status,critical_reject,forced_abstain,final_semantic_label,final_visible,source_artifact,notes
CV-014,techqa_DEV_Q250#row-0012,OFF,0,The supplied bulletin covering CVE-2017-1000381 and CVE-2017-11499 describes vulnerabilities in c-ares and Node.js. CVE-2017-1000381 could allow sensitive-information disclosure and denial of service through a specially crafted DNS response; CVE-2017-11499 could allow a remote attacker to cause denial of service by flooding a hash.,2017,NUMBER,E3.S1,"SECURITY BULLETIN SUMMARY Vulnerabilities in .NET Core, ASP.NET Core Could Allow Elevation of Privilege. Vulnerabilities in Node.js and the c-ares library were disclosed on July 11 2017 by the Node.js Foundation. IBM SDK for Node.js has addressed the applicable CVEs. VULNERABILITY DETAILS CVEID: CVE-2017-0256 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-0256] DESCRIPTION: Microsoft ASP.NET Core could allow a remote attacker to conduct spoofing attacks, caused by improper validation of user supplied input. CVSS Base Score: 6.5 CVSS Temporal Score: See https://exchange.xforce.ibmcloud",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,2017,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,CORRECT,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-015,techqa_DEV_Q250#row-0012,OFF,0,The supplied bulletin covering CVE-2017-1000381 and CVE-2017-11499 describes vulnerabilities in c-ares and Node.js. CVE-2017-1000381 could allow sensitive-information disclosure and denial of service through a specially crafted DNS response; CVE-2017-11499 could allow a remote attacker to cause denial of service by flooding a hash.,1000381,NUMBER,E3.S1,"SECURITY BULLETIN SUMMARY Vulnerabilities in .NET Core, ASP.NET Core Could Allow Elevation of Privilege. Vulnerabilities in Node.js and the c-ares library were disclosed on July 11 2017 by the Node.js Foundation. IBM SDK for Node.js has addressed the applicable CVEs. VULNERABILITY DETAILS CVEID: CVE-2017-0256 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-0256] DESCRIPTION: Microsoft ASP.NET Core could allow a remote attacker to conduct spoofing attacks, caused by improper validation of user supplied input. CVSS Base Score: 6.5 CVSS Temporal Score: See https://exchange.xforce.ibmcloud",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,1000381,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,CORRECT,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-016,techqa_DEV_Q250#row-0012,OFF,0,The supplied bulletin covering CVE-2017-1000381 and CVE-2017-11499 describes vulnerabilities in c-ares and Node.js. CVE-2017-1000381 could allow sensitive-information disclosure and denial of service through a specially crafted DNS response; CVE-2017-11499 could allow a remote attacker to cause denial of service by flooding a hash.,2017,NUMBER,E3.S1,"SECURITY BULLETIN SUMMARY Vulnerabilities in .NET Core, ASP.NET Core Could Allow Elevation of Privilege. Vulnerabilities in Node.js and the c-ares library were disclosed on July 11 2017 by the Node.js Foundation. IBM SDK for Node.js has addressed the applicable CVEs. VULNERABILITY DETAILS CVEID: CVE-2017-0256 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-0256] DESCRIPTION: Microsoft ASP.NET Core could allow a remote attacker to conduct spoofing attacks, caused by improper validation of user supplied input. CVSS Base Score: 6.5 CVSS Temporal Score: See https://exchange.xforce.ibmcloud",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,2017,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,CORRECT,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-017,techqa_DEV_Q250#row-0012,OFF,0,The supplied bulletin covering CVE-2017-1000381 and CVE-2017-11499 describes vulnerabilities in c-ares and Node.js. CVE-2017-1000381 could allow sensitive-information disclosure and denial of service through a specially crafted DNS response; CVE-2017-11499 could allow a remote attacker to cause denial of service by flooding a hash.,11499,NUMBER,E3.S1,"SECURITY BULLETIN SUMMARY Vulnerabilities in .NET Core, ASP.NET Core Could Allow Elevation of Privilege. Vulnerabilities in Node.js and the c-ares library were disclosed on July 11 2017 by the Node.js Foundation. IBM SDK for Node.js has addressed the applicable CVEs. VULNERABILITY DETAILS CVEID: CVE-2017-0256 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-0256] DESCRIPTION: Microsoft ASP.NET Core could allow a remote attacker to conduct spoofing attacks, caused by improper validation of user supplied input. CVSS Base Score: 6.5 CVSS Temporal Score: See https://exchange.xforce.ibmcloud",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,11499,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,CORRECT,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-018,techqa_DEV_Q018#row-0112,OFF,0,"The SQLCODE=-803/SQLSTATE=23505 error occurs because BPM 7.5.0's snapshot-acronym generation does not consider acronyms belonging to archived snapshots. It can therefore generate a duplicate acronym, causing a uniqueness constraint violation in LSW_SNAPSHOT.",7.5.0,VERSION,E1.S4;E1.S6;E1.S8,"ERROR DESCRIPTION * When trying to create snapshot of a process app, users may encounter failure and exception below: com.ibm.db2.jcc.am.SqlIntegrityConstraintViolationException: Error for batch element #1: DB2 SQL Error: SQLCODE=-803, SQLSTATE=23505, SQLERRMC=3;DB2INST1. LSW_SNAPSHOT, DRIVER=3.61.65 || Acronym generation code in BPM 7501 did not take into consideration the acronym of archived snapshots. This resulted in non-unique acronym generation and subsequent Constraint Violations exceptions in DB. This fix will check for all existing acronyms in archived or unarchived state while generating unique acronym. || PROBLEM SUMMARY * **************************************************************** * USERS AFFECTED: Users of BPM Express, Standard, and * * Advanced. * **************************************************************** * PROBLEM DESCRIPTION: Acronyms in archived snapshots are not * * taken into consideration when * * generating acronyms, resulting in non- * * unique acronyms. * * Acronym generation code in BPM 7501 did * * not take into consideration the acronym * * of archived snapshots. This resulted in * * non-unique * * acronym generation and subsequent * * Constraint Violations exceptions ",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,7.5.0,3.61.65,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-019,techqa_DEV_Q018#row-0112,OFF,1,"To deploy successfully, apply the fix for APAR JR44672. IBM identifies the fix as available in IBM BPM Version 7.5.1 Fix Pack 1; the affected reported release is 7.5.0.",7.5.0,VERSION,E1.S1;E1.S12;E1.S15,A FIX IS AVAILABLE Version 7.5.1 Fix Pack 1 for the IBM Business Process Manager products [http://www-01.ibm.com/support/docview.wss?uid=swg24033036] || APAR INFORMATION * APAR NUMBER JR44672 || * REPORTED RELEASE 750,claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,7.5.0,7.5.1,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-020,techqa_DEV_Q018#row-0112,ON,0,"DB2 SQLCODE=-803 (SQLSTATE 23505) indicates a uniqueness constraint violation in LSW_SNAPSHOT. In this BPM issue, acronym generation did not consider archived snapshots, so a newly generated snapshot acronym could duplicate an existing archived or unarchived acronym.",803,NUMBER,E4.S4;E4.S6;E4.S8,"ERROR DESCRIPTION * When trying to create snapshot of a process app, users may encounter failure and exception below: com.ibm.db2.jcc.am.SqlIntegrityConstraintViolationException: Error for batch element #1: DB2 SQL Error: SQLCODE=-803, SQLSTATE=23505, SQLERRMC=3;DB2INST1. LSW_SNAPSHOT, DRIVER=3.61.65 || Acronym generation code in BPM 7501 did not take into consideration the acronym of archived snapshots. This resulted in non-unique acronym generation and subsequent Constraint Violations exceptions in DB. This fix will check for all existing acronyms in archived or unarchived state while generating unique acronym. || PROBLEM SUMMARY * **************************************************************** * USERS AFFECTED: Users of BPM Express, Standard, and * * Advanced. * **************************************************************** * PROBLEM DESCRIPTION: Acronyms in archived snapshots are not * * taken into consideration when * * generating acronyms, resulting in non- * * unique acronyms. * * Acronym generation code in BPM 7501 did * * not take into consideration the acronym * * of archived snapshots. This resulted in * * non-unique * * acronym generation and subsequent * * Constraint Violations exceptions ",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,803,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,True,UNAVAILABLE,False,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-021,techqa_DEV_Q018#row-0112,ON,0,"DB2 SQLCODE=-803 (SQLSTATE 23505) indicates a uniqueness constraint violation in LSW_SNAPSHOT. In this BPM issue, acronym generation did not consider archived snapshots, so a newly generated snapshot acronym could duplicate an existing archived or unarchived acronym.",23505,NUMBER,E4.S4;E4.S6;E4.S8,"ERROR DESCRIPTION * When trying to create snapshot of a process app, users may encounter failure and exception below: com.ibm.db2.jcc.am.SqlIntegrityConstraintViolationException: Error for batch element #1: DB2 SQL Error: SQLCODE=-803, SQLSTATE=23505, SQLERRMC=3;DB2INST1. LSW_SNAPSHOT, DRIVER=3.61.65 || Acronym generation code in BPM 7501 did not take into consideration the acronym of archived snapshots. This resulted in non-unique acronym generation and subsequent Constraint Violations exceptions in DB. This fix will check for all existing acronyms in archived or unarchived state while generating unique acronym. || PROBLEM SUMMARY * **************************************************************** * USERS AFFECTED: Users of BPM Express, Standard, and * * Advanced. * **************************************************************** * PROBLEM DESCRIPTION: Acronyms in archived snapshots are not * * taken into consideration when * * generating acronyms, resulting in non- * * unique acronyms. * * Acronym generation code in BPM 7501 did * * not take into consideration the acronym * * of archived snapshots. This resulted in * * non-unique * * acronym generation and subsequent * * Constraint Violations exceptions ",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,23505,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,True,UNAVAILABLE,False,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-022,techqa_DEV_Q018#row-0112,ON,1,"The documented correction is to apply the BPM fix that checks acronyms in both archived and unarchived snapshots when generating a unique acronym. For the reported BPM 7.5.0 level, the fix is available in Version 7.5.1 Fix Pack 1.",7.5.0,VERSION,E4.S1;E4.S6;E4.S8,"A FIX IS AVAILABLE Version 7.5.1 Fix Pack 1 for the IBM Business Process Manager products [http://www-01.ibm.com/support/docview.wss?uid=swg24033036] || Acronym generation code in BPM 7501 did not take into consideration the acronym of archived snapshots. This resulted in non-unique acronym generation and subsequent Constraint Violations exceptions in DB. This fix will check for all existing acronyms in archived or unarchived state while generating unique acronym. || PROBLEM SUMMARY * **************************************************************** * USERS AFFECTED: Users of BPM Express, Standard, and * * Advanced. * **************************************************************** * PROBLEM DESCRIPTION: Acronyms in archived snapshots are not * * taken into consideration when * * generating acronyms, resulting in non- * * unique acronyms. * * Acronym generation code in BPM 7501 did * * not take into consideration the acronym * * of archived snapshots. This resulted in * * non-unique * * acronym generation and subsequent * * Constraint Violations exceptions ",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,7.5.0,7.5.1,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,True,UNAVAILABLE,False,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-023,techqa_DEV_Q218#row-0137,OFF,0,The deployed VM shows MQ 8.0.0.2 because the PureApplication System interface change in versions 2.1.2.0 and 2.2.0.0 or later causes installation or upgrade of the latest MQ maintenance level in older MQ pattern types to appear successful while the subsequent fix-pack update is not applied.,8.0.0.2,VERSION,E2.S5,"This affects users with IBM MQ Pure Application System pattern-types 1.0.0.2 and earlier. CAUSE Because of an interface change in IBM Pure Application System 2.1.2.0, and in 2.2.0.0 and greater, installation and upgrade of IBM MQ at the latest maintenance level contained in the pattern-type fails. The installation appears to succeed, but IBM MQ 8.0.0.2 is installed and the subsequent fixpack update is not applied. This affects IBM MQ Pure Application System pattern-types 1.0.0.2 and earlier, leading to the following restrictions:",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,8.0.0.2,1.0.0.2;2.1.2.0;2.2.0.0,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,CORRECT,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-024,techqa_DEV_Q218#row-0137,OFF,1,"This affects IBM MQ PureApplication System pattern types 1.0.0.2 and earlier; on PureApplication System 2.1.2.0, 2.2.0.0, and later, those pattern types can install only MQ 8.0.0.2 and cannot install later versions such as 8.0.0.4 or apply maintenance to running pattern instances.",1.0.0.2,VERSION,E2.S6,"* For IBM Pure Application System releases earlier than 2.1.2.0 and at version 2.1.2.1, you can install all versions of IBM MQ contained in the pattern-type. You can also apply maintenance to running pattern instances. * For IBM Pure Application System 2.1.2.0, 2.2.0.0 and later, you can install IBM MQ 8.0.0.2 only. You cannot install later versions e.g., 8.0.0.4. You cannot apply maintenance to running pattern instances.",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,1.0.0.2,2.1.2.0;2.1.2.1;2.2.0.0;8.0.0.2;8.0.0.4,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,CORRECT,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-025,techqa_DEV_Q035#row-0121,OFF,0,"The information is in the IBM API Connect Security Bulletin. It identifies CVE-2017-14919 as a Node.js denial-of-service vulnerability in the zlib module: a remote attacker can supply an invalid windowBits value of 8, triggering an uncaught exception and crashing the application.",2017,NUMBER,E1.S2;E1.S3;E1.S4,"SUMMARY IBM API Connect has addressed the following vulnerability. || Node.js is vulnerable to a denial of service, caused by an uncaught exception flaw in the zlib module. By making 8 an invalid value for the windowBits parameter, a remote attacker could exploit this vulnerability to cause the application to crash. || VULNERABILITY DETAILS CVEID:CVE-2017-14919 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-14919] DESCRIPTION:Node.js is vulnerable to a denial of service, caused by an uncaught exception flaw in the zlib module. By making 8 an invalid value for the windowBits parameter, a remote attacker could exploit this vulnerability to cause the application to crash. CVSS Base Score: 7.5 CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/134286 [https://exchange.xforce.ibmcloud.com/vulnerabilities/134286]for the current score CVSS Environmental Score*: Undefined CVSS Vect",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,2017,8,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-026,techqa_DEV_Q035#row-0121,OFF,0,"The information is in the IBM API Connect Security Bulletin. It identifies CVE-2017-14919 as a Node.js denial-of-service vulnerability in the zlib module: a remote attacker can supply an invalid windowBits value of 8, triggering an uncaught exception and crashing the application.",14919,NUMBER,E1.S2;E1.S3;E1.S4,"SUMMARY IBM API Connect has addressed the following vulnerability. || Node.js is vulnerable to a denial of service, caused by an uncaught exception flaw in the zlib module. By making 8 an invalid value for the windowBits parameter, a remote attacker could exploit this vulnerability to cause the application to crash. || VULNERABILITY DETAILS CVEID:CVE-2017-14919 [http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2017-14919] DESCRIPTION:Node.js is vulnerable to a denial of service, caused by an uncaught exception flaw in the zlib module. By making 8 an invalid value for the windowBits parameter, a remote attacker could exploit this vulnerability to cause the application to crash. CVSS Base Score: 7.5 CVSS Temporal Score: Seehttps://exchange.xforce.ibmcloud.com/vulnerabilities/134286 [https://exchange.xforce.ibmcloud.com/vulnerabilities/134286]for the current score CVSS Environmental Score*: Undefined CVSS Vect",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,14919,8,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-027,techqa_DEV_Q035#row-0121,OFF,2,"Affected API Connect versions are 5.0.0.0–5.0.6.4, 5.0.7.0–5.0.7.2, and 5.0.8.0–5.0.8.1.",5.0.8.1,VERSION,E1.S5;E1.S6,AFFECTED PRODUCTS AND VERSIONS || Affected API Connect Affected Versions IBM API Connect 5.0.0.0-5.0.6.4 IBM API Connect 5.0.7.0-5.0.7.2 IBM API Connect 5.0.8.0-5.0.8.1 REMEDIATION/FIXES,claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,5.0.8.1,5.0.0.0;5.0.6.4;5.0.7.0,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-028,techqa_DEV_Q035#row-0121,OFF,3,"For remediation, IBM lists API Connect V5.0.6.5 as the first fix for versions 5.0.0.0–5.0.6.4, and V5.0.8.2 as the first fix for versions 5.0.7.0–5.0.7.2 and 5.0.8.0–5.0.8.1. Fixes are available through IBM Fix Central; the bulletin directs users to locate the APIConnect-Portal package and, where specified, the APIConnect_Management package.",5.0.8.2,VERSION,E1.S8;E1.S9;E1.S10;E1.S11;E1.S12;E1.S13;E1.S14;E1.S15;E1.S16,"V5.0.0.0 - 5.0.6.4 5.0.6.5 LI79994 Addressed in IBM API Connect V5.0.6.5. || Follow this link and find the ""APIConnect-Portal"" package. || https://www-945.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm%7EWebSphere&product=ibm/WebSphere/IBM+API+Connect&release=5.0.6.4&platform=All&function=all [https://www-945.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm%7EWebSphere&product=ibm/WebSphere/IBM+API+Connect&release=5.0.6.2&platform=All&function=all] IBM API Connect || V5.0.7.0 - 5.0.7.2 5.0.8.2 LI79994 Addressed in IBM API Connect V5.0.8.2. || Follow this link and find the ""APIConnect_Management"" and ""APIConnect-Portal"" packages. || https://www-945.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm%7EWebSphere&product=ibm/WebSphere/IBM+API+Connect&release=5.0.8.1&platform=All&function=all [https://www-945.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm%7EWebSphere&product=ibm/WebSphere/IBM+API+Connect&release=5.0.6.2&platform=All&function=all] IBM API Connect || V5.0.8.0 - 5.0.8.1 5.0.8.2 LI79994 Addressed in IBM API Connect V5.0.8.2. || Follow this link and find the ""APIConnect_Management"" and ""APIConnect-Portal"" packages. || https://www-945.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm%7EWebSphere&product=ibm/WebSphere/IBM+API+Connect&release=5.0.8.1&platform=All&function=all [https://www-945.ibm.com/support/fixcentral/swg/selectFixes?parent=ibm%7EWebSphere&product=ibm/WebSphere/IBM+API+Connect&release=5.0.6.2&platform=All&function=all] GET NOTIFIED ABOUT FUTURE SECURITY BULLETINS Subscribe to My Notifications [ http://www-01.ibm.com/software/support/einfo.html] to be notified of important product support alerts like this.",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,5.0.8.2,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-029,techqa_DEV_Q181#row-0079,OFF,1,"For a date/time field such as `reportdate`, a same-day range should use the start of today through the start of tomorrow—for example, on DB2: `reportdate >= CURRENT DATE AND reportdate < (CURRENT DATE + 1 DAY)`; on Oracle: `reportdate >= TRUNC(sysdate) AND reportdate < TRUNC(sysdate) + 1`; on SQL Server: `reportdate >= CAST(getdate() AS date) AND reportdate < DATEADD(day, 1, CAST(getdate() AS date))`.",1,DURATION,E2.S3;E2.S5;E2.S6,"ANSWER The getdate() MSSQL function can be replaced by value from DB2 CURRENT DATE special register. On Oracle, sysdate is used to retrieve the current date. || DB2 and transdate <= ( CURRENT DATE - 35 DAYS) || Oracle and transdate <= ( sysdate - 35)",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,1,35,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,True,UNAVAILABLE,False,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-030,techqa_DEV_Q296#row-0040,OFF,2,"To diagnose this condition, check the P8 error log and the DB2 diagnostic log for each active member. DB2 may report SQLP_LTIMEOUT with reason code 68, while the P8 log may report a deadlock and SQLCODE=-911; SQLERRMC=68 indicates that the underlying cause is a SQL lock timeout.",911,NUMBER,E1.S5;E1.S7;E1.S8;E1.S9,"DIAGNOSING THE PROBLEM Examine both the P8 error log and the DB2 diagnostic logs for each active member for lock timeout error messages similar to the following: || MESSAGE : ZRC=0x80100044=-2146435004=SQLP_LTIMEOUT ""LockTimeOut - tran rollback Reason code 68 || P8 (p8_server_error.log): com.filenet.api.exception.EngineRuntimeException: FNRCE0019E: E_DEADLOCK_ERROR: The operation could not be completed due to a deadlock error. A retry might be appropriate. Caused by: com.ibm.db2.jcc.am.SqlTransactionRollbackException: DB2 SQL Error: SQLCODE=-911, SQLSTATE=40001, SQLERRMC=68, DRIVER=4.15.82 || Note: The SQLERRMC=68 suggests that the root cause is a SQL lock timeout even though the P8 error message and SQLCODE suggest a deadlock occurred.",claim_local_critical_value_audit,CRITICAL_VALUE_DIRECT_CONFLICT,911,2146435004;68,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,DIRECT_CONFLICT,True,True,UNAVAILABLE,False,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-031,techqa_DEV_Q300#row-0109,OFF,0,"No. “Non-reclaimable” means DB2 cannot return the unused storage to the operating system through the reclaimable-storage feature; it does not mean the space is unusable inside the tablespace. The supplied documentation distinguishes reclaiming storage from the OS from allocating new pages, and states that DB2 can report no free pages when the tablespace has no space available for new allocations.",false,OTHER,E1.S4;E2.S9;E2.S14,"* If the DMS or automatic storage tablespaces are not created in DB2 Version 9.7 or later, as the ""Reclaimable Storage"" is not available in tablespaces created in earlier versions(V9.1/V9.5) of the DB2 product. * Trying to alter a SMS tablespace as this feature is not supported on SMS tablespaces. || db2 list tablespaces show detail Tablespace ID = 2 Name = USERSPACE1 Type = Database managed space Contents = All permanent data. Large table space. State = 0x0000 Detailed explanation: Normal Total pages = 15392 Useable pages = 15360 Used pages = 15360 Free pages = 0 High water mark (pages) = 15360 Page size (bytes) = 4096 Extent size (pages) = 32 Prefetch size (pages) = 32 Number of containers = 1 || Also if normal reorgs and runstats have not been done on the tables in the database, it could be an issue where the space is not getting reclaimed by the operating system. Here is a link showing giving an example about how to set up regular reorgs and runstats: http://www-304.ibm.com/support/docview.wss?uid=swg21444174 [http://www-304.ibm.com/support/docview.wss?uid=swg21444174]",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,false,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
CV-032,techqa_DEV_Q300#row-0109,OFF,0,"No. “Non-reclaimable” means DB2 cannot return the unused storage to the operating system through the reclaimable-storage feature; it does not mean the space is unusable inside the tablespace. The supplied documentation distinguishes reclaiming storage from the OS from allocating new pages, and states that DB2 can report no free pages when the tablespace has no space available for new allocations.",false,OTHER,E1.S4;E2.S9;E2.S14,"* If the DMS or automatic storage tablespaces are not created in DB2 Version 9.7 or later, as the ""Reclaimable Storage"" is not available in tablespaces created in earlier versions(V9.1/V9.5) of the DB2 product. * Trying to alter a SMS tablespace as this feature is not supported on SMS tablespaces. || db2 list tablespaces show detail Tablespace ID = 2 Name = USERSPACE1 Type = Database managed space Contents = All permanent data. Large table space. State = 0x0000 Detailed explanation: Normal Total pages = 15392 Useable pages = 15360 Used pages = 15360 Free pages = 0 High water mark (pages) = 15360 Page size (bytes) = 4096 Extent size (pages) = 32 Prefetch size (pages) = 32 Number of containers = 1 || Also if normal reorgs and runstats have not been done on the tables in the database, it could be an issue where the space is not getting reclaimed by the operating system. Here is a link showing giving an example about how to set up regular reorgs and runstats: http://www-304.ibm.com/support/docview.wss?uid=swg21444174 [http://www-304.ibm.com/support/docview.wss?uid=swg21444174]",claim_local_critical_value_audit,CRITICAL_VALUE_INDETERMINATE,false,,NFKC_CASEFOLD_EXACT_TOKEN_NO_STEM_TR_EN_STOPWORDS_NEGATION_PRESERVED,INDETERMINATE,True,False,PARTIAL,True,06-deterministic/validation-results.jsonl,Event table contains rejecting traces only; DIRECT_SUPPORT traces in a mixed part are not rejection events.
