occurrence_id,case_id,category,raw_literal,normalized_value,type,span_start,span_end,expected_label,v4_behavior,v5_behavior,v4_correct,v5_correct,same_value_sibling_count,type_differs_from_sibling,query_echo,evidence_contains_value,supported_alternative_present,change_type,safety_effect
C10.O1,C10,DATE_PERCENTAGE,2025-01-01,2025-01-01,DATE,14,24,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C10.O2,C10,DATE_PERCENTAGE,10%,10,PERCENTAGE,42,45,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C11.O1,C11,CORRECTIVE,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C11.O2,C11,CORRECTIVE,90,90,NUMBER,41,43,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C12.O1,C12,CORRECTIVE,100,100,NUMBER,4,7,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C12.O2,C12,CORRECTIVE,120,120,NUMBER,40,43,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C13.O1,C13,CORRECTIVE_VERSION,version 8.1.2,8.1.2,VERSION,4,17,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C13.O2,C13,CORRECTIVE_VERSION,8.1.3,8.1.3,VERSION,53,58,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C14.O1,C14,CORRECTIVE_IDENTIFIER,204,204,NUMBER,15,18,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C14.O2,C14,CORRECTIVE_IDENTIFIER,205,205,NUMBER,55,58,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C15.O1,C15,CORRECTIVE_PERCENTAGE,10%,10,PERCENTAGE,15,18,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C15.O2,C15,CORRECTIVE_PERCENTAGE,20%,20,PERCENTAGE,46,49,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C16.O1,C16,CORRECTIVE_DATE,2025-01-01,2025-01-01,DATE,9,19,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C16.O2,C16,CORRECTIVE_DATE,2025-02-01,2025-02-01,DATE,50,60,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C17.O1,C17,CORRECTIVE_DURATION,30 seconds,30,DURATION,13,23,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C17.O2,C17,CORRECTIVE_DURATION,60 seconds,60,DURATION,55,65,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C18.O1,C18,CORRECTIVE,500,500,NUMBER,5,8,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C18.O2,C18,CORRECTIVE,120,120,NUMBER,43,46,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C19.O1,C19,CROSS_TYPE_CORRECTIVE,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,VALIDATE,False,False,1,False,False,True,True,OTHER,UNSAFE_OR_MISSED
C19.O2,C19,CROSS_TYPE_CORRECTIVE,90 days,90,DURATION,25,32,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C20.O1,C20,CORRECTIVE,100,100,NUMBER,10,13,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C20.O2,C20,CORRECTIVE,120,120,NUMBER,34,37,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C21.O1,C21,SAME_VALUE_SKIP_VALIDATE,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C21.O2,C21,SAME_VALUE_SKIP_VALIDATE,30 days,30,DURATION,50,57,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C22.O1,C22,SAME_VALUE_SKIP_VALIDATE,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C22.O2,C22,SAME_VALUE_SKIP_VALIDATE,100,100,NUMBER,52,55,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C23.O1,C23,VERSION_DUPLICATE,8.1.2,8.1.2,VERSION,0,5,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C23.O2,C23,VERSION_DUPLICATE,8.1.2,8.1.2,VERSION,51,56,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C24.O1,C24,IDENTIFIER_DUPLICATE,204,204,NUMBER,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C24.O2,C24,IDENTIFIER_DUPLICATE,204,204,NUMBER,56,59,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C25.O1,C25,PERCENTAGE_DUPLICATE,10%,10,PERCENTAGE,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C25.O2,C25,PERCENTAGE_DUPLICATE,10%,10,PERCENTAGE,54,57,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C26.O1,C26,DATE_DUPLICATE,2025-01-01,2025-01-01,DATE,0,10,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C26.O2,C26,DATE_DUPLICATE,2025-01-01,2025-01-01,DATE,56,66,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C27.O1,C27,DURATION_DUPLICATE,60 seconds,60,DURATION,0,10,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C27.O2,C27,DURATION_DUPLICATE,60 seconds,60,DURATION,64,74,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C28.O1,C28,QUERY_ECHO_CORRECTION,100,100,NUMBER,4,7,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,True,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C28.O2,C28,QUERY_ECHO_CORRECTION,100,100,NUMBER,64,67,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,False,UNCHANGED_SAFE,SAFE
C29.O1,C29,CROSS_TYPE_DUPLICATE,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C29.O2,C29,CROSS_TYPE_DUPLICATE,30 minutes,30,DURATION,30,40,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C30.O1,C30,VERSION_QUERY_ECHO,8.1.2,8.1.2,VERSION,0,5,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,True,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C30.O2,C30,VERSION_QUERY_ECHO,8.1.2,8.1.2,VERSION,59,64,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,False,UNCHANGED_SAFE,SAFE
C31.O1,C31,REVERSED_ORDER,100,100,NUMBER,20,23,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C31.O2,C31,REVERSED_ORDER,100,100,NUMBER,29,32,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C31.O3,C31,REVERSED_ORDER,120,120,NUMBER,86,89,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,True,True,True,UNCHANGED_SAFE,SAFE
C32.O1,C32,REVERSED_ORDER_CROSS_TYPE,30 days,30,DURATION,21,28,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,True,UNCHANGED_SAFE,SAFE
C32.O2,C32,REVERSED_ORDER_CROSS_TYPE,30,30,NUMBER,34,36,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,True,MULTI_OCCURRENCE_FIXED,SAFE
C32.O3,C32,REVERSED_ORDER_CROSS_TYPE,90 days,90,DURATION,90,97,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C33.O1,C33,REVERSED_VERSION,8.1.2,8.1.2,VERSION,16,21,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C33.O2,C33,REVERSED_VERSION,8.1.2,8.1.2,VERSION,27,32,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C33.O3,C33,REVERSED_VERSION,8.1.3,8.1.3,VERSION,81,86,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,True,True,True,UNCHANGED_SAFE,SAFE
C34.O1,C34,REVERSED_IDENTIFIER,204,204,NUMBER,20,23,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C34.O2,C34,REVERSED_IDENTIFIER,204,204,NUMBER,29,32,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C34.O3,C34,REVERSED_IDENTIFIER,205,205,NUMBER,79,82,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C35.O1,C35,REVERSED_PERCENTAGE,10%,10,PERCENTAGE,18,21,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C35.O2,C35,REVERSED_PERCENTAGE,10%,10,PERCENTAGE,27,30,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C35.O3,C35,REVERSED_PERCENTAGE,20%,20,PERCENTAGE,80,83,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,True,True,True,UNCHANGED_SAFE,SAFE
C36.O1,C36,REVERSED_DATE,2025-01-01,2025-01-01,DATE,19,29,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C36.O2,C36,REVERSED_DATE,2025-01-01,2025-01-01,DATE,35,45,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,True,True,True,UNCHANGED_SAFE,SAFE
C36.O3,C36,REVERSED_DATE,2025-02-01,2025-02-01,DATE,89,99,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,True,True,True,UNCHANGED_SAFE,SAFE
C37.O1,C37,SKIP_SKIP,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C37.O2,C37,SKIP_SKIP,30,30,NUMBER,23,25,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C37.O3,C37,SKIP_SKIP,90,90,NUMBER,81,83,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C38.O1,C38,SKIP_SKIP,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C38.O2,C38,SKIP_SKIP,100,100,NUMBER,18,21,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C38.O3,C38,SKIP_SKIP,120,120,NUMBER,64,67,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C39.O1,C39,SKIP_SKIP_VERSION,8.1.2,8.1.2,VERSION,0,5,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C39.O2,C39,SKIP_SKIP_VERSION,8.1.2,8.1.2,VERSION,24,29,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C39.O3,C39,SKIP_SKIP_VERSION,8.1.3,8.1.3,VERSION,80,85,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C40.O1,C40,SKIP_SKIP_PERCENTAGE,10%,10,PERCENTAGE,0,3,SKIP_REJECTED_PREMISE,SKIP,SKIP,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C40.O2,C40,SKIP_SKIP_PERCENTAGE,10%,10,PERCENTAGE,18,21,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,True,OTHER,SAFE
C40.O3,C40,SKIP_SKIP_PERCENTAGE,20%,20,PERCENTAGE,62,65,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C41.O1,C41,AMBIGUOUS_SIBLING,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C41.O2,C41,AMBIGUOUS_SIBLING,30 days,30,DURATION,45,52,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C42.O1,C42,AMBIGUOUS_SIBLING,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C42.O2,C42,AMBIGUOUS_SIBLING,100,100,NUMBER,18,21,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C43.O1,C43,AMBIGUOUS_VERSION_SIBLING,8.1.2,8.1.2,VERSION,0,5,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C43.O2,C43,AMBIGUOUS_VERSION_SIBLING,8.1.2,8.1.2,VERSION,20,25,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C44.O1,C44,AMBIGUOUS_PERCENTAGE_SIBLING,10%,10,PERCENTAGE,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,False,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C44.O2,C44,AMBIGUOUS_PERCENTAGE_SIBLING,10%,10,PERCENTAGE,39,42,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C45.O1,C45,AMBIGUOUS,30,30,NUMBER,0,2,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C45.O2,C45,AMBIGUOUS,90,90,NUMBER,6,8,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C46.O1,C46,AMBIGUOUS_COMPARISON,100,100,NUMBER,11,14,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C46.O2,C46,AMBIGUOUS_COMPARISON,120,120,NUMBER,19,22,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C47.O1,C47,AMBIGUOUS_CORRECTION,30 day,30,DURATION,14,20,AMBIGUOUS_KEEP_VALIDATING,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C47.O2,C47,AMBIGUOUS_CORRECTION,90 days,90,DURATION,47,54,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C48.O1,C48,C50_ANCHOR,30,30,NUMBER,0,2,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C48.O2,C48,C50_ANCHOR,30 days,30,DURATION,52,59,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C49.O1,C49,TYPE_MISMATCH,100,100,NUMBER,0,3,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,2,True,False,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C49.O2,C49,TYPE_MISMATCH,100 minutes,100,DURATION,43,54,VALIDATE,VALIDATE,VALIDATE,True,True,2,True,False,True,False,UNCHANGED_SAFE,SAFE
C50.O1,C50,MULTI_OCCURRENCE,30,30,NUMBER,20,22,VALIDATE,VALIDATE,VALIDATE,True,True,3,True,True,True,False,UNCHANGED_SAFE,SAFE
C50.O2,C50,MULTI_OCCURRENCE,30,30,NUMBER,28,30,SKIP_REJECTED_PREMISE,VALIDATE,SKIP,False,True,3,True,True,True,False,MULTI_OCCURRENCE_FIXED,SAFE
C50.O3,C50,MULTI_OCCURRENCE,30 days,30,DURATION,85,92,VALIDATE,VALIDATE,VALIDATE,True,True,3,True,True,True,False,UNCHANGED_SAFE,SAFE
C51.O1,C51,REGRESSION_NEGATION,90 days,90,DURATION,32,39,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C51.O2,C51,REGRESSION_NEGATION,60 days,60,DURATION,65,72,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C52.O1,C52,REGRESSION_COMPARISON,120,120,NUMBER,0,3,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C52.O2,C52,REGRESSION_COMPARISON,100,100,NUMBER,20,23,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C52.O3,C52,REGRESSION_COMPARISON,120,120,NUMBER,49,52,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,True,UNCHANGED_SAFE,SAFE
C53.O1,C53,REGRESSION_QUOTE,30 days,30,DURATION,14,21,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C53.O2,C53,REGRESSION_QUOTE,30 days,30,DURATION,44,51,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C54.O1,C54,REGRESSION_VERSION,8,8,NUMBER,32,33,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C54.O2,C54,REGRESSION_VERSION,8.1.2,8.1.2,VERSION,62,67,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C55.O1,C55,REGRESSION_IDENTIFIER,204,204,NUMBER,27,30,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C55.O2,C55,REGRESSION_IDENTIFIER,205,205,NUMBER,45,48,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C56.O1,C56,REGRESSION_LOCALE,"1,000",1.000,NUMBER,20,25,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C56.O2,C56,REGRESSION_LOCALE,1000 seconds,1000,DURATION,39,51,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C57.O1,C57,REGRESSION_SIGN,204,204,NUMBER,22,25,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C57.O2,C57,REGRESSION_SIGN,204,204,NUMBER,31,34,VALIDATE,VALIDATE,SKIP,True,False,2,False,False,True,False,UNSAFE_ASSERTION_SKIP,UNSAFE_OR_MISSED
C58.O1,C58,REGRESSION_VERSION_SPECIFICITY,8.1.2,8.1.2,VERSION,21,26,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C58.O2,C58,REGRESSION_VERSION_SPECIFICITY,8.1,8.1,VERSION,38,41,VALIDATE,VALIDATE,VALIDATE,True,True,1,False,False,True,True,UNCHANGED_SAFE,SAFE
C59.O1,C59,SECURITY_QUERY_ECHO,100,100,NUMBER,22,25,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C59.O2,C59,SECURITY_QUERY_ECHO,100,100,NUMBER,61,64,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C60.O1,C60,SECURITY_NEGATION,100,100,NUMBER,13,16,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
C60.O2,C60,SECURITY_NEGATION,100,100,NUMBER,46,49,VALIDATE,VALIDATE,VALIDATE,True,True,2,False,False,True,False,UNCHANGED_SAFE,SAFE
